Personel_ID,Yaka_Tipi,Cinsiyet,Yas,Medeni_Hal,Cocuk_Sayisi,Ilce,Mesafe_KM,Lojman_Kullanimi,Sertifika_Sayisi,Egitim_Saati_Yil,Seyahat_Sikligi,Toplam_Tecrube_Yil,Sirketteki_Yil,MKE_Oncesi_Tecrube,Ayni_Unvanda_Yil,Son_Terfi_Gecen_Yil,Mevcut_Yonetici_Yil,Birim_Degisim_Sayisi,Departman,Unvan,Egitim_Seviyesi,Maas_TL,Aylik_Mesai_Saat,Vardiya_Tipi,Vardiya_Rotasyon_Sikligi,Is_Kazasi_Gecmisi,Sendika_Sozlesme_Kalan_Ay,Kullanilan_Izin_Gun,Son_Zam_Orani,Son_Zamdan_Beri_Ay,Performans_Puani,Ortam_Memnuniyeti,Is_Memnuniyeti,Ekip_Uyum_Puani,Is_Ozel_Hayat_Dengesi,Istifa_Etti_Mi
MKE-14528,Beyaz,Kadin,30,Evli,1,Cankaya,15,0,6,36,Nadiren,4,3,1,2,1,4,0,AR-GE Tasarim,Kidemli Muhendis,Lisans,80646,33,Yok,Yok,0,0,14,41.099094910277024,3,2,4,4,4,3,0
MKE-14529,Mavi,Erkek,24,Bekar,0,MKE Lojmanlari,1,1,1,14,Seyahat Yok,6,1,5,0,0,2,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,27313,35,Iki Vardiya,Aylik,0,7,18,42.700206920955566,8,4,4,4,5,3,0
MKE-14530,Mavi,Erkek,37,Evli,2,MKE Lojmanlari,2,1,0,8,Seyahat Yok,2,2,0,1,0,1,0,Muhimmat Fabrikasi,Operator,Lise,29655,30,Iki Vardiya,Haftalik,0,14,21,37.18353676009331,8,3,5,3,5,4,0
MKE-14531,Mavi,Kadin,57,Evli,1,Mamaj,23,0,0,14,Seyahat Yok,11,10,1,2,2,4,1,Bakim Onarim,Atolye Ustasi,Lise,45046,62,Uc Vardiya,Aylik,0,21,15,50.15266387072814,11,4,2,1,3,2,0
MKE-14532,Mavi,Erkek,41,Evli,2,Mamaj,52,0,0,12,Seyahat Yok,7,3,4,0,0,4,0,Silah Fabrikasi,Teknisyen,On Lisans,30666,25,Uc Vardiya,Haftalik,0,20,24,50.04313143120024,6,3,1,2,3,1,0
MKE-14533,Mavi,Erkek,53,Bekar,0,MKE Lojmanlari,3,1,0,6,Seyahat Yok,7,5,2,3,2,3,0,Silah Fabrikasi,Teknisyen,Lise,33016,22,Uc Vardiya,Haftalik,1,16,17,31.845537815019537,7,3,5,4,5,5,0
MKE-14534,Beyaz,Erkek,44,Evli,2,Cankaya,33,0,5,21,Seyahat Yok,15,13,2,6,1,3,2,Bilgi Teknolojileri,Takim Lideri,Lisans,115648,34,Yok,Yok,0,0,21,30.497859126297026,8,3,4,5,5,3,0
MKE-14535,Beyaz,Erkek,56,Evli,3,MKE Lojmanlari,2,1,5,28,Siklikla,17,15,2,12,9,3,2,AR-GE Tasarim,Kidemli Muhendis,Lisans,80888,9,Yok,Yok,0,0,20,40.41583532701797,10,3,5,5,5,4,0
MKE-14536,Beyaz,Kadin,27,Bekar,0,Kalebasi,27,0,2,16,Siklikla,2,2,0,0,0,2,0,Satinalma,Muhendis,Lisans,61929,16,Yok,Yok,0,0,21,40.975753843372445,12,3,4,4,4,4,0
MKE-14537,Beyaz,Erkek,36,Evli,3,Etimesgut,44,0,1,22,Seyahat Yok,6,5,1,2,2,1,0,AR-GE Tasarim,Muhendis,Yuksek Lisans,56921,21,Yok,Yok,0,0,22,52.83134800493899,6,3,4,3,5,3,0
MKE-14538,Mavi,Erkek,45,Evli,1,Etimesgut,9,0,1,17,Seyahat Yok,14,7,7,4,4,3,0,Bakim Onarim,Atolye Ustasi,On Lisans,40880,59,Uc Vardiya,Haftalik,0,10,24,31.431422818208883,10,3,5,5,5,5,0
MKE-14539,Mavi,Erkek,27,Bekar,0,Kalebasi,17,0,2,5,Seyahat Yok,4,3,1,2,2,1,0,Bakim Onarim,Operator,On Lisans,26990,23,Uc Vardiya,Aylik,0,13,16,54.87008173167192,8,3,4,4,5,3,0
MKE-14540,Mavi,Erkek,43,Evli,1,MKE Lojmanlari,2,1,0,11,Seyahat Yok,12,8,4,4,1,3,0,Silah Fabrikasi,Teknisyen,Lise,31632,26,Iki Vardiya,Aylik,0,3,24,37.60873662430038,8,2,5,4,5,4,0
MKE-14541,Mavi,Kadin,32,Evli,3,MKE Lojmanlari,1,1,2,13,Seyahat Yok,1,1,0,0,0,1,0,Muhimmat Fabrikasi,Operator,Lise,26939,20,Uc Vardiya,Haftalik,1,18,15,46.01430516343549,6,3,3,4,4,5,0
MKE-14542,Beyaz,Kadin,27,Evli,1,Cankaya,37,0,3,39,Seyahat Yok,2,1,1,0,0,2,0,AR-GE Tasarim,Uzman,Lisans,48355,8,Yok,Yok,0,0,23,30.56721612697502,11,3,4,4,5,5,0
MKE-14543,Mavi,Erkek,42,Evli,2,Etimesgut,33,0,1,6,Seyahat Yok,21,5,16,3,2,5,0,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,39366,26,Iki Vardiya,Haftalik,0,15,19,40.64782783491158,3,3,3,4,5,4,0
MKE-14544,Mavi,Erkek,31,Bekar,0,Yenimahalle,8,0,2,19,Seyahat Yok,7,1,6,0,0,1,0,Bakim Onarim,Operator,Lise,22930,33,Uc Vardiya,Haftalik,0,1,19,33.38433384840542,1,2,4,4,4,3,0
MKE-14545,Beyaz,Erkek,37,Evli,1,Etimesgut,22,0,5,26,Nadiren,1,1,0,0,0,2,0,Satinalma,Muhendis,Yuksek Lisans,58032,14,Yok,Yok,0,0,16,53.1859032345336,4,4,4,4,5,3,0
MKE-14546,Mavi,Kadin,33,Evli,1,Cankaya,39,0,2,7,Seyahat Yok,9,9,0,7,1,5,1,Muhimmat Fabrikasi,Teknisyen,On Lisans,33560,53,Uc Vardiya,Aylik,0,13,24,53.90666689918444,2,4,1,2,2,2,0
MKE-14547,Mavi,Erkek,28,Bekar,0,Mamaj,45,0,0,19,Seyahat Yok,3,2,1,1,1,2,0,Gazi Fisek Fabrikasi,Operator,Lise,25153,33,Uc Vardiya,Aylik,0,21,16,41.89868968180163,8,3,2,1,2,2,0
MKE-14548,Beyaz,Kadin,47,Bekar,0,Yenimahalle,51,0,4,45,Seyahat Yok,22,12,10,9,4,2,0,Satinalma,Takim Lideri,Lisans,104025,40,Yok,Yok,0,0,19,51.98347214943153,11,3,4,4,4,2,0
MKE-14549,Beyaz,Kadin,56,Bekar,0,Yenimahalle,52,0,6,46,Seyahat Yok,24,1,23,0,0,1,0,AR-GE Tasarim,Kidemli Muhendis,Lisans,61453,31,Yok,Yok,0,0,23,34.967707617066054,8,3,3,3,4,1,0
MKE-14550,Mavi,Erkek,53,Evli,2,Etimesgut,26,0,1,10,Seyahat Yok,32,18,14,8,1,5,1,Bakim Onarim,Basusta,On Lisans,52653,24,Uc Vardiya,Haftalik,0,23,17,38.959792397844936,9,3,4,4,4,4,0
MKE-14551,Mavi,Erkek,50,Evli,2,MKE Lojmanlari,2,1,2,13,Seyahat Yok,4,1,3,0,0,2,0,Bakim Onarim,Teknisyen,Lise,28935,48,Uc Vardiya,Haftalik,1,1,22,40.24893227403853,4,2,4,4,5,4,0
MKE-14552,Beyaz,Erkek,28,Evli,1,Kalebasi,19,0,1,16,Seyahat Yok,5,4,1,2,2,2,0,Satinalma,Kidemli Muhendis,Yuksek Lisans,79000,28,Yok,Yok,0,0,23,53.970683459818616,7,4,5,5,5,4,0
MKE-14553,Mavi,Erkek,43,Evli,1,Etimesgut,16,0,1,14,Seyahat Yok,24,18,6,9,9,4,0,Gazi Fisek Fabrikasi,Atolye Ustasi,On Lisans,43677,30,Iki Vardiya,Haftalik,0,24,18,50.075373472903074,5,2,4,4,5,3,0
MKE-14554,Mavi,Erkek,36,Bekar,0,Yenimahalle,14,0,1,8,Seyahat Yok,13,9,4,0,0,4,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,33664,43,Uc Vardiya,Haftalik,0,24,22,34.9734558268101,11,4,5,5,4,4,0
MKE-14555,Beyaz,Erkek,50,Bekar,0,Mamaj,48,0,2,16,Nadiren,8,5,3,0,0,5,0,Satinalma,Muhendis,Lisans,55239,43,Yok,Yok,0,0,22,36.95352339121356,10,3,5,5,5,2,0
MKE-14556,Beyaz,Erkek,23,Evli,1,Yenimahalle,44,0,2,32,Seyahat Yok,1,1,0,0,0,1,0,AR-GE Tasarim,Muhendis,Lisans,61727,9,Yok,Yok,0,0,18,44.007055575009,3,2,4,4,5,3,0
MKE-14557,Mavi,Erkek,56,Bekar,0,Mamaj,14,0,1,8,Seyahat Yok,33,17,16,6,6,5,3,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,41242,39,Uc Vardiya,Haftalik,0,11,23,47.39605657608472,10,3,3,4,4,3,0
MKE-14558,Mavi,Erkek,24,Bekar,0,MKE Lojmanlari,3,1,2,14,Seyahat Yok,6,4,2,1,1,3,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,33480,17,Iki Vardiya,Haftalik,0,5,16,34.111817443596735,7,2,5,4,5,5,0
MKE-14559,Mavi,Erkek,25,Bekar,0,Cankaya,17,0,0,8,Seyahat Yok,2,1,1,0,0,1,0,Muhimmat Fabrikasi,Operator,On Lisans,25716,23,Iki Vardiya,Aylik,0,3,23,32.01516416037412,3,3,3,4,5,3,0
MKE-14560,Mavi,Erkek,25,Evli,3,Cankaya,26,0,0,8,Seyahat Yok,4,2,2,0,0,3,0,Silah Fabrikasi,Teknisyen,Lise,32887,47,Uc Vardiya,Aylik,0,9,24,51.02066063277374,1,5,5,4,5,4,0
MKE-14561,Mavi,Erkek,54,Evli,1,Etimesgut,15,0,0,11,Seyahat Yok,16,9,7,7,5,2,0,Bakim Onarim,Atolye Ustasi,On Lisans,42647,20,Uc Vardiya,Haftalik,0,9,21,39.17468945091866,6,3,4,3,5,3,0
MKE-14562,Mavi,Kadin,35,Evli,1,Yenimahalle,11,0,2,17,Seyahat Yok,6,4,2,3,1,5,0,Silah Fabrikasi,Operator,On Lisans,25636,32,Uc Vardiya,Haftalik,0,15,14,50.08935610482756,6,3,5,5,4,4,0
MKE-14563,Mavi,Erkek,43,Bekar,0,MKE Lojmanlari,1,1,1,4,Seyahat Yok,11,10,1,3,1,1,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,45225,25,Iki Vardiya,Haftalik,0,11,22,46.63010844298857,1,1,4,5,5,4,0
MKE-14564,Mavi,Erkek,31,Evli,2,MKE Lojmanlari,2,1,0,19,Seyahat Yok,2,1,1,0,0,2,0,Muhimmat Fabrikasi,Operator,Lise,24670,35,Uc Vardiya,Haftalik,0,14,17,37.2078806437618,4,3,4,5,5,4,0
MKE-14565,Beyaz,Erkek,29,Evli,1,Mamaj,41,0,3,49,Seyahat Yok,5,1,4,0,0,2,0,AR-GE Tasarim,Kidemli Muhendis,Yuksek Lisans,64975,9,Yok,Yok,0,0,21,41.6134921662306,8,3,3,4,5,3,1
MKE-14566,Mavi,Erkek,50,Evli,1,MKE Lojmanlari,1,1,0,17,Seyahat Yok,21,15,6,1,0,4,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,46230,30,Uc Vardiya,Aylik,0,2,19,34.69982612392129,3,2,4,4,5,3,0
MKE-14567,Mavi,Erkek,48,Bekar,0,Mamaj,13,0,0,17,Seyahat Yok,10,4,6,3,1,5,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,38993,29,Uc Vardiya,Haftalik,0,18,18,39.8104987081431,4,2,5,5,5,3,0
MKE-14568,Mavi,Kadin,37,Bekar,0,MKE Lojmanlari,1,1,2,5,Seyahat Yok,1,1,0,0,0,2,0,Gazi Fisek Fabrikasi,Operator,Lise,28718,53,Uc Vardiya,Aylik,0,11,20,40.060633237390945,6,2,2,1,3,2,0
MKE-14569,Mavi,Erkek,32,Evli,1,Mamaj,43,0,1,13,Seyahat Yok,8,5,3,2,1,3,0,Silah Fabrikasi,Atolye Ustasi,Lise,41990,12,Iki Vardiya,Haftalik,0,23,19,48.76598407557769,7,3,5,5,5,3,0
MKE-14570,Beyaz,Kadin,29,Evli,3,Cankaya,25,0,4,25,Siklikla,4,2,2,0,0,1,0,Satinalma,Kidemli Muhendis,Lisans,71525,39,Yok,Yok,0,0,14,46.54746053347422,3,3,4,4,4,4,0
MKE-14571,Beyaz,Erkek,50,Bekar,0,Kalebasi,18,0,1,46,Nadiren,25,20,5,3,1,1,4,AR-GE Tasarim,Takim Lideri,Lisans,113014,10,Yok,Yok,0,0,25,32.95207355044675,9,3,4,4,5,3,0
MKE-14572,Beyaz,Erkek,44,Bekar,0,MKE Lojmanlari,3,1,1,23,Seyahat Yok,4,3,1,0,0,4,0,Satinalma,Kidemli Muhendis,Lisans,80709,7,Yok,Yok,0,0,19,31.594731938972565,5,4,5,4,4,4,0
MKE-14573,Mavi,Erkek,44,Evli,2,Etimesgut,41,0,0,9,Seyahat Yok,12,3,9,2,1,4,0,Silah Fabrikasi,Teknisyen,Lise,30346,32,Uc Vardiya,Aylik,0,12,23,30.99927781305488,11,3,2,2,3,1,0
MKE-14574,Beyaz,Erkek,45,Evli,1,MKE Lojmanlari,1,1,2,21,Siklikla,19,17,2,11,6,3,2,Kalite Yonetim,Takim Lideri,Yuksek Lisans,115890,18,Yok,Yok,0,0,20,45.79851323544948,10,3,4,4,5,3,0
MKE-14575,Mavi,Erkek,50,Bekar,0,MKE Lojmanlari,2,1,2,5,Seyahat Yok,24,23,1,12,0,3,1,Bakim Onarim,Basusta,Lise,59289,23,Iki Vardiya,Haftalik,1,2,20,33.29678400841468,12,3,5,4,4,4,0
MKE-14576,Beyaz,Erkek,32,Evli,1,Yenimahalle,31,0,6,22,Seyahat Yok,4,3,1,2,0,3,0,Kalite Yonetim,Kidemli Muhendis,Lisans,79332,25,Yok,Yok,0,0,25,36.82402178426327,6,2,4,4,4,3,0
MKE-14577,Mavi,Kadin,43,Evli,2,Cankaya,8,0,2,9,Seyahat Yok,8,5,3,2,0,2,0,Bakim Onarim,Atolye Ustasi,Lise,42302,40,Uc Vardiya,Haftalik,0,3,15,52.564731845180084,4,3,4,5,4,3,0
MKE-14578,Mavi,Erkek,55,Bekar,0,Kalebasi,50,0,1,6,Seyahat Yok,25,24,1,21,11,1,1,Bakim Onarim,Basusta,Lise,60042,48,Uc Vardiya,Haftalik,0,6,18,30.232174051850524,1,3,1,2,2,2,0
MKE-14579,Mavi,Erkek,32,Evli,2,MKE Lojmanlari,2,1,2,13,Seyahat Yok,8,4,4,1,0,4,0,Silah Fabrikasi,Atolye Ustasi,Lise,42600,42,Uc Vardiya,Aylik,0,3,20,46.865103474313685,12,3,4,3,5,3,0
MKE-14580,Mavi,Erkek,59,Bekar,0,MKE Lojmanlari,3,1,0,15,Seyahat Yok,18,3,15,1,1,1,0,Gazi Fisek Fabrikasi,Basusta,Lise,48135,17,Iki Vardiya,Haftalik,0,18,25,44.5444068574283,1,3,4,4,5,5,0
MKE-14581,Mavi,Erkek,34,Evli,3,Kalebasi,40,0,2,8,Seyahat Yok,7,5,2,2,1,4,0,Silah Fabrikasi,Teknisyen,Lise,33732,47,Uc Vardiya,Haftalik,0,3,23,33.65190245905431,4,4,5,5,5,5,0
MKE-14582,Mavi,Kadin,31,Evli,2,MKE Lojmanlari,3,1,0,15,Seyahat Yok,4,2,2,0,0,1,0,Muhimmat Fabrikasi,Teknisyen,Lise,33331,17,Iki Vardiya,Aylik,0,17,15,35.12638971715118,2,3,4,4,5,3,0
MKE-14583,Mavi,Erkek,49,Bekar,0,MKE Lojmanlari,3,1,2,9,Seyahat Yok,20,5,15,3,2,2,0,Gazi Fisek Fabrikasi,Basusta,Lise,49854,50,Uc Vardiya,Haftalik,0,12,25,31.582656229152118,2,3,4,4,4,4,0
MKE-14584,Beyaz,Kadin,39,Bekar,0,Yenimahalle,50,0,1,19,Seyahat Yok,10,3,7,1,0,1,0,AR-GE Tasarim,Kidemli Muhendis,Lisans,66804,33,Yok,Yok,0,0,25,33.4151408972601,10,1,3,5,4,2,0
MKE-14585,Mavi,Erkek,42,Evli,1,Etimesgut,43,0,2,4,Seyahat Yok,23,22,1,14,0,1,1,Muhimmat Fabrikasi,Atolye Ustasi,Lise,47479,60,Uc Vardiya,Haftalik,0,9,16,51.446830624281006,1,3,2,2,3,2,0
MKE-14586,Mavi,Erkek,38,Evli,1,MKE Lojmanlari,2,1,2,14,Seyahat Yok,16,8,8,7,0,3,0,Bakim Onarim,Basusta,Lise,52769,57,Uc Vardiya,Haftalik,0,20,22,47.100034902909165,2,3,1,1,2,1,0
MKE-14587,Beyaz,Erkek,45,Bekar,0,Kalebasi,23,0,4,34,Seyahat Yok,2,2,0,1,1,1,0,Kalite Yonetim,Muhendis,Lisans,58788,33,Yok,Yok,0,0,20,43.51837197580027,10,3,3,4,5,5,0
MKE-14588,Mavi,Erkek,39,Evli,1,Cankaya,45,0,2,15,Seyahat Yok,7,2,5,1,1,2,0,Muhimmat Fabrikasi,Teknisyen,On Lisans,29107,22,Uc Vardiya,Aylik,0,21,20,35.61699249065467,8,4,5,5,5,5,0
MKE-14589,Beyaz,Erkek,58,Bekar,0,MKE Lojmanlari,1,1,4,36,Seyahat Yok,2,2,0,0,0,1,0,Bilgi Teknolojileri,Muhendis,Lisans,58882,36,Yok,Yok,0,0,21,43.62817447271051,8,1,3,4,4,4,0
MKE-14590,Mavi,Erkek,27,Bekar,0,MKE Lojmanlari,2,1,2,4,Seyahat Yok,3,2,1,0,0,3,0,Bakim Onarim,Operator,Lise,28583,19,Iki Vardiya,Haftalik,0,16,21,44.79196985185148,2,3,4,5,5,5,0
MKE-14591,Mavi,Erkek,56,Bekar,0,Kalebasi,14,0,1,5,Seyahat Yok,9,9,0,3,3,1,1,Silah Fabrikasi,Atolye Ustasi,Lise,46176,30,Iki Vardiya,Aylik,0,19,21,47.85434402447015,9,2,4,5,5,4,0
MKE-14592,Mavi,Erkek,48,Evli,1,Cankaya,14,0,1,6,Seyahat Yok,1,1,0,0,0,2,0,Gazi Fisek Fabrikasi,Operator,On Lisans,26723,47,Uc Vardiya,Aylik,0,12,16,31.633567623982643,6,2,5,3,4,3,0
MKE-14593,Mavi,Erkek,29,Bekar,0,Cankaya,34,0,0,13,Seyahat Yok,10,7,3,5,2,4,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,44563,30,Uc Vardiya,Haftalik,0,16,16,40.34211956109917,2,5,4,3,5,3,0
MKE-14594,Mavi,Erkek,29,Bekar,0,Yenimahalle,54,0,0,16,Seyahat Yok,1,1,0,0,0,1,0,Gazi Fisek Fabrikasi,Operator,Lise,26592,23,Iki Vardiya,Haftalik,1,8,24,42.51488774004336,6,5,4,4,5,1,0
MKE-14595,Beyaz,Erkek,23,Bekar,0,Mamaj,15,0,6,32,Siklikla,1,1,0,0,0,2,0,Kalite Yonetim,Muhendis,Lisans,60824,40,Yok,Yok,0,0,25,50.038665814066746,8,4,4,4,5,3,0
MKE-14596,Beyaz,Erkek,31,Bekar,0,Mamaj,30,0,2,15,Seyahat Yok,3,3,0,2,1,1,0,AR-GE Tasarim,Uzman,Lisans,55714,41,Yok,Yok,0,0,19,31.11935154164403,10,3,4,4,4,4,0
MKE-14597,Beyaz,Kadin,24,Bekar,0,Yenimahalle,17,0,3,40,Siklikla,1,1,0,0,0,1,0,Satinalma,Uzman,Lisans,56131,32,Yok,Yok,0,0,21,33.41857115582002,8,3,3,5,5,4,0
MKE-14598,Mavi,Kadin,43,Evli,2,Etimesgut,49,0,0,5,Seyahat Yok,25,20,5,5,5,4,2,Gazi Fisek Fabrikasi,Atolye Ustasi,On Lisans,44983,20,Uc Vardiya,Haftalik,0,24,23,41.08864224039312,1,3,5,5,5,5,0
MKE-14599,Beyaz,Kadin,51,Evli,2,Mamaj,21,0,1,43,Seyahat Yok,26,24,2,17,14,3,0,Satinalma,Kidemli Muhendis,Doktora,83343,9,Yok,Yok,0,0,18,39.2141202779848,6,5,1,1,2,1,1
MKE-14600,Mavi,Erkek,36,Evli,1,Etimesgut,12,0,2,12,Seyahat Yok,13,10,3,4,4,2,1,Silah Fabrikasi,Teknisyen,Lise,31864,15,Iki Vardiya,Haftalik,0,3,14,49.47673900435188,6,1,4,4,5,3,0
MKE-14601,Mavi,Erkek,33,Bekar,0,Etimesgut,9,0,2,4,Seyahat Yok,9,5,4,0,0,3,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,43687,20,Iki Vardiya,Haftalik,1,7,22,45.6226295790888,7,4,4,5,4,3,0
MKE-14602,Mavi,Erkek,29,Evli,2,Mamaj,50,0,1,15,Seyahat Yok,1,1,0,0,0,1,0,Gazi Fisek Fabrikasi,Operator,Lise,29805,23,Iki Vardiya,Aylik,0,13,18,31.041969257151834,5,3,4,4,5,2,0
MKE-14603,Mavi,Erkek,39,Evli,2,Kalebasi,37,0,2,8,Seyahat Yok,10,2,8,1,1,2,0,Bakim Onarim,Teknisyen,Lise,28227,32,Iki Vardiya,Haftalik,0,11,18,49.485527899699804,1,3,4,4,4,5,0
MKE-14604,Mavi,Kadin,38,Evli,1,Etimesgut,32,0,1,15,Seyahat Yok,16,13,3,11,7,4,1,Gazi Fisek Fabrikasi,Basusta,Lise,58148,22,Uc Vardiya,Haftalik,0,16,21,42.692631778948986,12,3,4,5,5,3,0
MKE-14605,Mavi,Erkek,47,Evli,2,Yenimahalle,51,0,1,14,Seyahat Yok,10,3,7,0,0,3,0,Bakim Onarim,Atolye Ustasi,Lise,37300,55,Uc Vardiya,Aylik,0,10,24,50.13960706913407,11,3,1,2,3,1,1
MKE-14606,Mavi,Erkek,34,Evli,1,MKE Lojmanlari,3,1,1,15,Seyahat Yok,1,1,0,0,0,2,0,Bakim Onarim,Operator,Lise,26052,37,Iki Vardiya,Haftalik,0,6,19,44.9482335778626,4,3,4,4,4,4,0
MKE-14607,Beyaz,Erkek,31,Evli,2,MKE Lojmanlari,2,1,3,38,Seyahat Yok,2,2,0,1,0,3,0,Kalite Yonetim,Uzman,Lisans,55055,35,Yok,Yok,0,0,15,44.22745039249919,3,4,4,4,4,5,0
MKE-14608,Mavi,Erkek,43,Evli,2,Etimesgut,38,0,0,19,Seyahat Yok,19,18,1,12,6,4,1,Bakim Onarim,Atolye Ustasi,On Lisans,46093,35,Iki Vardiya,Haftalik,0,20,18,40.52181505329599,3,2,4,4,5,3,0
MKE-14609,Mavi,Erkek,36,Bekar,0,Etimesgut,25,0,0,10,Seyahat Yok,14,10,4,7,4,3,0,Bakim Onarim,Atolye Ustasi,On Lisans,44380,44,Uc Vardiya,Haftalik,0,16,23,54.10518749486496,11,3,4,4,4,4,0
MKE-14610,Mavi,Erkek,38,Evli,3,MKE Lojmanlari,1,1,2,18,Seyahat Yok,14,11,3,1,0,1,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,46169,38,Iki Vardiya,Aylik,0,12,22,42.913789893684246,4,4,4,4,5,4,0
MKE-14611,Mavi,Erkek,32,Evli,1,Cankaya,43,0,1,12,Seyahat Yok,3,1,2,0,0,2,0,Muhimmat Fabrikasi,Operator,On Lisans,25719,10,Iki Vardiya,Haftalik,0,23,17,54.18393450469049,7,4,5,4,5,2,0
MKE-14612,Mavi,Erkek,34,Evli,2,MKE Lojmanlari,1,1,0,5,Seyahat Yok,7,6,1,2,1,1,0,Muhimmat Fabrikasi,Teknisyen,Lise,34718,11,Iki Vardiya,Haftalik,0,6,22,52.37502282782055,10,5,3,4,4,4,0
MKE-14613,Mavi,Erkek,50,Evli,2,Cankaya,24,0,0,9,Seyahat Yok,8,8,0,3,1,1,1,Bakim Onarim,Atolye Ustasi,Lise,47882,15,Iki Vardiya,Haftalik,0,12,22,50.359342117354,10,3,5,4,5,4,0
MKE-14614,Beyaz,Erkek,51,Evli,2,Kalebasi,10,0,5,32,Seyahat Yok,1,1,0,0,0,2,0,AR-GE Tasarim,Muhendis,Lisans,58620,42,Yok,Yok,0,0,24,51.84475896798541,6,3,3,5,5,4,0
MKE-14615,Mavi,Erkek,39,Bekar,0,MKE Lojmanlari,2,1,0,19,Seyahat Yok,14,14,0,5,4,3,1,Bakim Onarim,Basusta,Lise,58750,54,Uc Vardiya,Aylik,0,3,23,36.59518318676294,4,3,1,1,2,1,0
MKE-14616,Beyaz,Erkek,31,Evli,2,Cankaya,54,0,4,18,Nadiren,8,4,4,3,0,2,0,Kalite Yonetim,Kidemli Muhendis,Yuksek Lisans,71681,26,Yok,Yok,0,0,23,38.34144024434477,2,3,4,4,5,2,0
MKE-14617,Beyaz,Erkek,39,Evli,1,Kalebasi,50,0,5,39,Seyahat Yok,2,1,1,0,0,1,0,IK,Uzman,Lisans,47350,30,Yok,Yok,0,0,14,37.19141019151794,4,3,5,4,4,2,0
MKE-14618,Beyaz,Erkek,42,Bekar,0,Yenimahalle,11,0,2,29,Nadiren,15,15,0,12,8,1,0,Kalite Yonetim,Kidemli Muhendis,Lisans,86057,34,Yok,Yok,0,0,25,36.53119363982022,12,2,5,5,4,5,0
MKE-14619,Beyaz,Erkek,33,Evli,1,Etimesgut,47,0,2,47,Seyahat Yok,5,1,4,0,0,1,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,63477,10,Yok,Yok,0,0,23,34.86635555857934,6,2,3,4,5,2,0
MKE-14620,Mavi,Erkek,42,Bekar,0,Yenimahalle,51,0,2,9,Seyahat Yok,15,15,0,12,12,5,0,Gazi Fisek Fabrikasi,Basusta,Lise,60665,28,Iki Vardiya,Haftalik,1,20,24,41.923831803074734,4,2,3,5,4,1,0
MKE-14621,Beyaz,Erkek,49,Evli,3,Yenimahalle,28,0,5,17,Nadiren,4,1,3,0,0,1,0,Satinalma,Kidemli Muhendis,Lisans,65846,8,Yok,Yok,0,0,20,43.95706099280894,3,3,4,3,5,4,1
MKE-14622,Beyaz,Kadin,56,Bekar,0,Etimesgut,30,0,4,40,Seyahat Yok,31,19,12,3,2,1,1,IK,Kidemli Muhendis,Yuksek Lisans,76978,17,Yok,Yok,0,0,24,41.578466895391756,1,3,5,5,4,4,0
MKE-14623,Mavi,Erkek,35,Evli,1,Etimesgut,48,0,1,8,Seyahat Yok,1,1,0,0,0,1,0,Muhimmat Fabrikasi,Operator,Lise,26736,47,Uc Vardiya,Aylik,0,17,16,50.52813643200284,7,2,2,2,2,2,0
MKE-14624,Mavi,Erkek,51,Evli,3,Cankaya,40,0,0,9,Seyahat Yok,3,2,1,0,0,3,0,Silah Fabrikasi,Operator,On Lisans,27362,37,Iki Vardiya,Haftalik,0,16,15,43.214086300890244,1,4,5,5,4,4,0
MKE-14625,Beyaz,Kadin,36,Evli,1,Cankaya,40,0,5,29,Nadiren,8,3,5,1,1,3,0,Kalite Yonetim,Uzman,Lisans,45809,5,Yok,Yok,0,0,25,34.555893037354714,12,2,5,4,4,5,0
MKE-14626,Mavi,Erkek,59,Evli,1,Etimesgut,41,0,0,9,Seyahat Yok,13,12,1,1,0,2,0,Silah Fabrikasi,Atolye Ustasi,On Lisans,46271,31,Iki Vardiya,Aylik,0,6,19,48.050763833536166,1,3,4,4,5,2,0
MKE-14627,Mavi,Kadin,32,Evli,2,MKE Lojmanlari,1,1,2,7,Seyahat Yok,2,1,1,0,0,2,0,Bakim Onarim,Operator,Lise,27428,31,Uc Vardiya,Haftalik,0,7,14,43.800238299853575,2,3,4,5,5,4,0
MKE-14628,Beyaz,Erkek,29,Evli,1,Yenimahalle,38,0,2,21,Nadiren,6,6,0,0,0,1,0,IK,Uzman,Lisans,56622,7,Yok,Yok,0,0,15,51.094501374230205,2,3,4,4,4,4,0
